Sr_No,Date_dd/mm/yyyy,Startup_Name,Industry_Vertical,SubVertical,Country,City_Location,Investors_Name,Investment_Type,Amount_in_USD,Currency,Remarks
1463,22/05/2018,LinkLabs,AI,NLP,China,Beijing,Matrix Partners; Falcon Edge,Series B,0,USD,Undisclosed amount
1464,15/02/2024,BytePeak,E-commerce,D2C,India,Mumbai,Norwest,Angel,72213,USD,Bridge round
1465,24/05/2017,ByteGridBridge,AgriTech,Supply Chain,India,Mumbai,Y Combinator; Khosla Ventures; PayPal Ventures,Series C,114511000,USD,Acquired by Strategic
1466,14/05/2016,OrbitLoop,CleanTech,Solar,Germany,Berlin,Accel; Founders Fund; Elevation Capital,M&A,731863000,USD,Acquired by GlobalCorp
1467,23/02/2024,CloudVaultLink,Logistics,ColdChain,UK,London,Blume Ventures,Venture Debt,37878000,USD,Acquired by Strategic
1468,27/10/2025,HarborPeak,Logistics,ColdChain,Canada,Toronto,General Catalyst,Seed,4278000,USD,Active
1469,28/06/2019,MintWisePulse,Biotech,Diagnostics,Israel,Tel Aviv,Andreessen Horowitz,Seed,3830000,USD,Down round
1470,15/02/2024,LumenZen,Healthtech,Health Analytics,USA,San Francisco,Elevation Capital; Seedcamp; Matrix Partners,Series B,16260000,USD,Active
1471,27/08/2022,VaultEdge,AI,Robotics,Brazil,São Paulo,Andreessen Horowitz,Series B,16124000,USD,Acquired
1472,20/05/2016,CoreOrbit,AI,Generative AI,India,Bengaluru,SoftBank Vision Fund; Falcon Edge,Seed,322044,USD,Partnership announced
1473,23/09/2016,CoreLinkVault,CleanTech,Solar,USA,San Francisco,Matrix Partners,Seed,1762000,USD,Active
1474,30/08/2016,EdgeHarbor,Edtech,LMS,India,Mumbai,Matrix Partners; Chiratae; Lightspeed,Angel,205836,USD,Product pivot
1475,25/07/2024,SeedSeed,CleanTech,Solar,Mexico,Mexico City,Blume Ventures; Accel,Seed,4481000,USD,Down round
1476,11/1/2016,LumenGrid,SaaS,MarTech,India,Mumbai,Sequoia Capital,Series A,4923000,USD,Active
1477,5/7/2020,EdgeCore,Biotech,Bioinformatics,Germany,Berlin,Lightspeed; Norwest; Angel: A. Kapoor,Series C,115038000,USD,Acquired
1478,25/01/2022,SeedCloud,Logistics,FleetMgmt,Nigeria,Lagos,General Catalyst; Chiratae,Series B,34546000,USD,Series delayed
1479,24/10/2025,SeedEdge,Biotech,Bioinformatics,India,Bengaluru,Lightspeed,Seed,2303000,USD,Follow-on expected
1480,8/7/2022,BridgeEdgeSeed,Logistics,LastMile,Germany,Berlin,Andreessen Horowitz,Series C,186786000,USD,Partnership announced
1481,18/12/2024,MintPulseLoop,Gaming,Esports,Singapore,Singapore,Norwest,Series B,0,USD,Undisclosed amount
1482,16/08/2015,CorePeak,Biotech,Genomics,UAE,Dubai,Elevation Capital,Growth,151341000,USD,Operational
1483,19/08/2018,NovaPeak,SaaS,HRTech,UAE,Dubai,Khosla Ventures; Y Combinator,Series B,40751000,USD,Acquired
1484,15/04/2024,SparkPeakLoop,Biotech,Genomics,China,Beijing,Chiratae; Norwest,Series B,78279000,USD,Acquired by Strategic
1485,26/05/2022,LoopZen,E-commerce,Logistics,USA,San Francisco,Blume Ventures,Angel,141820,USD,Acquired by Strategic
1486,18/06/2021,CoreBridgePulse,E-commerce,Marketplaces,UK,London,Benchmark; Angel: A. Kapoor,Series A,13483000,USD,Bankruptcy proceeding
1487,16/03/2015,LinkWise,Logistics,ColdChain,France,Paris,Accel,Series C,62319000,USD,Follow-on expected
1488,30/05/2021,SeedWise,Healthtech,Biotech,Germany,Berlin,Tiger Global,Seed,853342,USD,Bankruptcy proceeding
1489,2/7/2020,SyncZen,Logistics,ColdChain,China,Beijing,Tiger Global,Pre-Seed,73579,USD,Bankruptcy proceeding
1490,22/10/2025,LumenForgeSpark,Edtech,Upskilling,Japan,Tokyo,PayPal Ventures,Series B,13801000,USD,Partnership announced
1491,11/4/2017,ForgeZen,AI,NLP,India,Bengaluru,Seedcamp,IPO,1520893000,USD,Partnership announced
1492,13/08/2017,EdgeByte,AI,Robotics,India,Bengaluru,Falcon Edge; Elevation Capital,Pre-Seed,72173,USD,Follow-on expected
1493,12/2/2020,SparkNova,Healthtech,Health Analytics,India,Bengaluru,Benchmark; Khosla Ventures,Series C,0,USD,Undisclosed amount
1494,26/07/2020,FluxBridge,Edtech,LMS,Nigeria,Lagos,Chiratae,Series A,12273000,USD,Operational
1495,18/11/2017,ByteNova,E-commerce,Marketplaces,South Korea,Seoul,Bessemer Venture Partners; Seedcamp,Series C,237048000,USD,Acquired by Strategic
1496,17/03/2020,ZenLabs,AI,NLP,UAE,Dubai,Falcon Edge; Bessemer Venture Partners; DST Global,Seed,3339000,USD,Partnership announced
1497,28/08/2021,VaultNova,AI,NLP,South Africa,Johannesburg,Sequoia Capital,Series B,39896000,USD,Follow-on expected
1498,17/11/2015,ForgeFlux,Healthtech,MedDevices,Brazil,São Paulo,Bessemer Venture Partners; Khosla Ventures,Seed,3569000,USD,Series delayed
1499,15/09/2018,FluxVault,Logistics,FreightTech,Mexico,Mexico City,Bessemer Venture Partners,Series A,11452000,USD,Down round
1500,12/6/2023,SyncSeedCloud,E-commerce,Marketplaces,Australia,Sydney,DST Global,Series B,63086000,USD,Bridge round
1501,20/05/2024,SeedLumenLink,E-commerce,D2C,South Africa,Johannesburg,IDG Capital,Venture Debt,28009000,USD,Follow-on expected
1502,23/12/2020,OrbitBridgeCloud,AgriTech,Ag Marketplaces,Brazil,São Paulo,Lightspeed; Falcon Edge,Series A,18006000,USD,Acquired
1503,15/05/2020,FluxOrbit,Healthtech,Telemedicine,South Africa,Johannesburg,Y Combinator; General Catalyst,Series A,4054000,USD,Exited - IPO
1504,25/06/2015,CloudBridge,Gaming,Cloud Gaming,France,Paris,Andreessen Horowitz; Sequoia Capital,Seed,1207000,USD,Acquired by Strategic
1505,8/4/2023,LabsEdge,Biotech,Therapeutics,Israel,Tel Aviv,Accel,Series B,39990000,USD,Acquired
1506,13/10/2018,PeakSparkNova,CleanTech,EV Infrastructure,China,Beijing,Norwest; Lightspeed,Growth,303879000,USD,Series delayed
1507,2/9/2018,CoreSync,Healthtech,MedDevices,UK,London,Lightspeed,Seed,3124000,USD,Acquired
1508,10/7/2022,EdgeByteSync,Logistics,FreightTech,USA,San Francisco,Lightspeed; Bessemer Venture Partners,Venture Debt,20406000,USD,Down round
1509,4/1/2023,WiseOrbitVault,E-commerce,D2C,Canada,Toronto,SoftBank Vision Fund,Series A,5617000,USD,Product pivot
1510,9/12/2022,BridgeCloud,Gaming,Cloud Gaming,Nigeria,Lagos,Elevation Capital,Growth,37539000,USD,Acquired by Strategic
1511,10/2/2017,FluxPulse,Fintech,Neobanking,UK,London,Khosla Ventures; Angel: S. Gupta,Series B,75404000,USD,Exited - IPO
1512,12/1/2017,MintVault,SaaS,DevTools,USA,San Francisco,Benchmark; Bessemer Venture Partners,Seed,4790000,USD,Follow-on expected
1513,7/6/2021,PulsePulse,Edtech,Upskilling,Mexico,Mexico City,Andreessen Horowitz,Series C,35003000,USD,Active
1514,7/2/2025,GridLoop,SaaS,MarTech,Canada,Toronto,Seedcamp,Series A,16797000,USD,Active
1515,21/08/2015,CloudHarbor,Biotech,Genomics,UAE,Dubai,PayPal Ventures; SoftBank Vision Fund,Series B,56624000,USD,Exited - IPO
1516,14/01/2023,ByteEdge,Healthtech,MedDevices,India,Mumbai,Blume Ventures; SoftBank Vision Fund; Angel: S. Gupta,Series B,44670000,USD,Series delayed
1517,28/08/2015,VaultWise,Healthtech,Telemedicine,UK,London,Chiratae; Andreessen Horowitz; Khosla Ventures; Angel: S. Gupta,Series A,7471000,USD,Bridge round
1518,2/12/2017,LabsForge,Logistics,ColdChain,Germany,Berlin,Seedcamp; General Catalyst,Growth,275705000,USD,Bankruptcy proceeding
1519,7/8/2022,HarborEdge,Edtech,Test Prep,USA,San Francisco,500 Startups,Angel,293966,USD,Exited - IPO
1520,3/6/2019,FluxSeedCloud,Healthtech,MedDevices,Israel,Tel Aviv,Falcon Edge; Seedcamp,Seed,436410,USD,Series delayed
1521,13/02/2016,ZenZen,Edtech,Upskilling,UAE,Dubai,Tiger Global,Seed,1674000,USD,Active
1522,5/2/2020,SparkFlux,CleanTech,Energy Storage,India,Mumbai,SOSV; DST Global; Angel: A. Kapoor,Series B,0,USD,Undisclosed amount
1523,15/10/2022,LinkForge,Gaming,Esports,Mexico,Mexico City,DST Global,Seed,968799,USD,Exited - IPO
1524,2/4/2021,LinkLink,Healthtech,Biotech,Germany,Berlin,Norwest; SOSV; Benchmark,Seed,1292000,USD,Active
1525,3/12/2017,HarborCorePulse,E-commerce,D2C,Israel,Tel Aviv,PayPal Ventures,Seed,1578000,USD,Down round
1526,5/6/2024,SparkOrbitForge,Fintech,Neobanking,India,Bengaluru,Accel,M&A,0,USD,Undisclosed amount
1527,20/10/2015,MintPulsePeak,CleanTech,Energy Storage,Singapore,Singapore,Norwest; IDG Capital,Pre-Seed,54045,USD,Operational
1528,24/08/2019,CloudLink,AgriTech,Supply Chain,China,Beijing,DST Global,Series A,9020000,USD,Operational
1529,7/12/2024,LoopLumen,CleanTech,EV Infrastructure,Singapore,Singapore,Accel,Seed,3109000,USD,Acquired
1530,14/08/2018,PulseByte,AgriTech,Supply Chain,India,Bengaluru,Khosla Ventures,Series B,31162000,USD,Follow-on expected
1531,9/4/2024,VaultFluxPeak,AI,Generative AI,India,Mumbai,Andreessen Horowitz; Elevation Capital,Series A,0,USD,Undisclosed amount
1532,2/2/2016,PulseVault,Biotech,Therapeutics,Netherlands,Amsterdam,Chiratae,Series B,79038000,USD,Acquired
1533,21/09/2015,ZenLinkEdge,Logistics,LastMile,USA,San Francisco,SoftBank Vision Fund; Seedcamp,Seed,4583000,USD,Acquired
1534,3/2/2021,LumenSpark,Edtech,K12,France,Paris,Founders Fund; Andreessen Horowitz,Series C,90480000,USD,Acquired by Strategic
1535,5/6/2018,PeakNova,Fintech,Payments,South Africa,Johannesburg,Founders Fund; Angel: S. Gupta,Seed,2841000,USD,Active
1536,14/09/2023,CoreHarborCore,Edtech,LMS,Japan,Tokyo,PayPal Ventures,Series B,74484000,USD,Bridge round
1537,5/11/2021,SeedWise,Biotech,Diagnostics,Germany,Berlin,Chiratae,Series B,27355000,USD,Follow-on expected
1538,18/12/2020,LabsFlux,SaaS,MarTech,India,Bengaluru,Blume Ventures,Seed,636567,USD,Product pivot
1539,30/08/2021,CloudBridgeSeed,Logistics,LastMile,UK,London,Bessemer Venture Partners,Series A,16983000,USD,Series delayed
1540,27/03/2015,SeedVaultLink,Edtech,Upskilling,Germany,Berlin,Bessemer Venture Partners,Series B,0,USD,Undisclosed amount
1541,30/01/2016,MintHarbor,Fintech,Insurtech,India,Bengaluru,Norwest,Series C,210743000,USD,Active
1542,15/03/2021,LinkWiseForge,Edtech,Test Prep,India,Mumbai,Accel,Venture Debt,16267000,USD,Follow-on expected
1543,20/06/2025,SyncLink,AgriTech,PrecisionAg,USA,San Francisco,Blume Ventures; 500 Startups,Series A,19917000,USD,Series delayed
1544,9/10/2018,LabsHarborLumen,SaaS,Analytics,India,Bengaluru,SOSV,Seed,4157000,USD,Acquired by Strategic
1545,12/6/2022,LinkPulseSync,CleanTech,Energy Storage,India,Mumbai,Y Combinator; Accel; Tiger Global,Series A,12224000,USD,Product pivot
1546,25/08/2018,VaultSeedNova,Healthtech,MedDevices,France,Paris,SOSV; Tiger Global,Venture Debt,31443000,USD,Acquired by Strategic
1547,4/4/2024,LinkNovaHarbor,CleanTech,WasteTech,China,Beijing,Elevation Capital,Seed,464474,USD,Series delayed
1548,23/04/2016,OrbitSeed,Gaming,Game Tools,India,Mumbai,500 Startups,Series C,98416000,USD,Acquired
1549,30/05/2022,LinkVault,AgriTech,FarmTech,South Africa,Johannesburg,Seedcamp,Growth,0,USD,Undisclosed amount
1550,20/12/2018,LabsEdgeMint,Edtech,LMS,China,Beijing,Blume Ventures,Angel,219323,USD,Operational
1551,12/4/2023,EdgeBridge,AgriTech,Supply Chain,Netherlands,Amsterdam,Elevation Capital; Accel,Seed,0,USD,Undisclosed amount
1552,9/6/2021,CoreSparkNova,E-commerce,Logistics,Israel,Tel Aviv,Khosla Ventures; Angel: L. Wang,Series C,0,USD,Undisclosed amount
1553,16/07/2024,FluxCoreCloud,AgriTech,FarmTech,Australia,Sydney,Matrix Partners,Series B,76845000,USD,Acquired
1554,24/01/2022,PulseCore,SaaS,DevTools,Germany,Berlin,500 Startups,Series A,10138000,USD,Product pivot
1555,20/11/2023,LinkPeakHarbor,Logistics,LastMile,China,Beijing,Khosla Ventures,Seed,4577000,USD,Series delayed
1556,10/6/2015,CoreFlux,Fintech,Insurtech,Singapore,Singapore,Andreessen Horowitz,Seed,363394,USD,Series delayed
1557,26/06/2017,LumenLumen,Fintech,Payments,Nigeria,Lagos,Matrix Partners; IDG Capital,Seed,4585000,USD,Bankruptcy proceeding
1558,1/8/2024,LabsLumenLoop,Gaming,Mobile Games,Netherlands,Amsterdam,SOSV; General Catalyst,Series A,9951000,USD,Acquired by Strategic
1559,15/08/2022,VaultCore,SaaS,HRTech,Israel,Tel Aviv,Accel; Sequoia Capital; Angel: A. Kapoor,IPO,1010093000,USD,Partnership announced
1560,9/8/2023,PulseGridLumen,AgriTech,Ag Marketplaces,India,Bengaluru,Y Combinator,Pre-Seed,51849,USD,Partnership announced
1561,14/12/2020,LinkWise,E-commerce,Logistics,Japan,Tokyo,SOSV; Accel,Series A,18866000,USD,Partnership announced
1562,26/05/2018,EdgeForge,Fintech,Payments,India,Bengaluru,Benchmark,Series A,6123000,USD,Bankruptcy proceeding
1563,13/03/2019,FluxByte,Biotech,Bioinformatics,Canada,Toronto,Norwest,Series B,66632000,USD,Acquired by Strategic
1564,16/06/2025,LinkLink,Edtech,K12,Netherlands,Amsterdam,General Catalyst,Venture Debt,41522000,USD,Follow-on expected
1565,12/6/2018,CoreFlux,Fintech,Insurtech,India,Mumbai,Accel,Seed,2574000,USD,Series delayed
1566,3/3/2024,LumenSync,AI,Robotics,Mexico,Mexico City,Y Combinator,Seed,0,USD,Undisclosed amount
1567,31/08/2024,ByteNovaVault,Healthtech,MedDevices,Australia,Sydney,Blume Ventures,Seed,3017000,USD,Down round
1568,12/3/2020,LinkWise,Gaming,Esports,UK,London,General Catalyst; SoftBank Vision Fund; Elevation Capital,IPO,196006000,USD,Bridge round
1569,11/1/2017,PeakFluxLink,Logistics,FleetMgmt,Mexico,Mexico City,PayPal Ventures; Founders Fund,Angel,178288,USD,Partnership announced
1570,12/1/2020,ByteMint,Edtech,Test Prep,Germany,Berlin,Matrix Partners,Series A,18856000,USD,Active
1571,15/04/2020,LoopHarbor,Gaming,Mobile Games,France,Paris,500 Startups,Seed,878011,USD,Down round
1572,8/11/2023,LabsLoop,Edtech,Test Prep,Japan,Tokyo,SOSV; Khosla Ventures,Growth,412882000,USD,Bankruptcy proceeding
1573,28/12/2020,SyncPulse,AgriTech,FarmTech,India,Bengaluru,SoftBank Vision Fund,Seed,1804000,USD,Acquired
1574,16/10/2019,OrbitSpark,Biotech,Therapeutics,UK,London,IDG Capital; DST Global,Series B,42165000,USD,Series delayed
1575,23/01/2017,PeakZen,Edtech,K12,France,Paris,Lightspeed; Angel: L. Wang,Series C,287655000,USD,Exited - IPO
1576,18/10/2023,ByteLabsOrbit,CleanTech,EV Infrastructure,South Korea,Seoul,SOSV; SoftBank Vision Fund; General Catalyst,Seed,1884000,USD,Bankruptcy proceeding
1577,19/12/2019,CoreLinkBridge,AI,Generative AI,UAE,Dubai,General Catalyst; Tiger Global,Seed,2442000,USD,Acquired by Strategic
1578,18/12/2024,HarborWise,Healthtech,Health Analytics,India,Mumbai,DST Global,Seed,3422000,USD,Bridge round
1579,19/03/2021,SparkSync,AI,Computer Vision,Mexico,Mexico City,Y Combinator; Sequoia Capital,Series A,0,USD,Undisclosed amount
1580,4/4/2018,LinkHarbor,SaaS,DevTools,Singapore,Singapore,Bessemer Venture Partners,Seed,812900,USD,Bridge round
1581,19/03/2025,SparkMint,Logistics,FreightTech,Mexico,Mexico City,500 Startups,Series C,275791000,USD,Partnership announced
1582,19/07/2021,VaultLumen,AI,NLP,Brazil,São Paulo,Tiger Global,Series C,57564000,USD,Bankruptcy proceeding
1583,25/01/2020,GridNova,Gaming,Mobile Games,Israel,Tel Aviv,DST Global,Seed,4634000,USD,Exited - IPO
1584,24/04/2017,SparkLink,Logistics,FreightTech,Canada,Toronto,Benchmark,IPO,1791363000,USD,Series delayed
1585,8/6/2023,LumenLabs,Logistics,LastMile,UK,London,Lightspeed; IDG Capital,Seed,1926000,USD,Acquired
1586,3/12/2021,VaultBridgeHarbor,AgriTech,FarmTech,Nigeria,Lagos,Accel,Seed,2923000,USD,Follow-on expected
1587,24/07/2021,SyncLoop,CleanTech,WasteTech,South Africa,Johannesburg,Bessemer Venture Partners,Pre-Seed,46369,USD,Acquired
1588,10/3/2017,PeakCore,Gaming,Game Tools,Brazil,São Paulo,500 Startups; SOSV; Angel: S. Gupta,Series A,2693000,USD,Active
1589,7/6/2021,FluxEdge,Healthtech,Telemedicine,South Africa,Johannesburg,Founders Fund,Seed,769580,USD,Partnership announced
1590,7/4/2024,LabsOrbitSeed,AI,Computer Vision,India,Mumbai,Seedcamp,Series B,0,USD,Undisclosed amount
1591,17/06/2025,OrbitSparkPulse,AI,Computer Vision,Israel,Tel Aviv,Tiger Global,Seed,3967000,USD,Acquired by Strategic
1592,1/10/2017,LoopSync,Edtech,LMS,UK,London,DST Global,Seed,3025000,USD,Bankruptcy proceeding
1593,19/01/2020,SyncZenHarbor,Fintech,Insurtech,Nigeria,Lagos,Elevation Capital,Seed,3709000,USD,Exited - IPO
1594,3/4/2018,CorePeak,Biotech,Genomics,South Africa,Johannesburg,Y Combinator,Series A,0,USD,Undisclosed amount
1595,24/09/2019,CoreWiseNova,Edtech,Upskilling,UAE,Dubai,Blume Ventures,Series A,17332000,USD,Exited - IPO
1596,10/11/2015,LabsForge,E-commerce,D2C,Brazil,São Paulo,Seedcamp,Seed,2238000,USD,Product pivot
1597,20/10/2025,BytePulse,AI,NLP,Netherlands,Amsterdam,Benchmark; Angel: S. Gupta,Series A,12053000,USD,Partnership announced
1598,26/09/2019,OrbitLabs,Fintech,Neobanking,UAE,Dubai,General Catalyst,M&A,9883000,USD,Bridge round
1599,14/06/2021,BridgeByte,CleanTech,Energy Storage,Brazil,São Paulo,Lightspeed,Series C,153436000,USD,Acquired by Strategic
1600,16/09/2020,CloudMint,E-commerce,Marketplaces,South Africa,Johannesburg,Benchmark,Seed,4342000,USD,Exited - IPO
1601,25/12/2017,NovaHarbor,SaaS,DevTools,Nigeria,Lagos,General Catalyst,Series C,273565000,USD,Acquired by Strategic
1602,3/5/2017,OrbitOrbitZen,Logistics,LastMile,Germany,Berlin,Sequoia Capital; Lightspeed,Series C,175486000,USD,Series delayed
1603,14/07/2023,GridNova,Logistics,ColdChain,Japan,Tokyo,SoftBank Vision Fund; SOSV; Lightspeed,Series B,58204000,USD,Bridge round
1604,5/4/2015,LumenEdge,Fintech,Payments,Mexico,Mexico City,Elevation Capital,Venture Debt,23928000,USD,Acquired by Strategic
1605,8/11/2021,VaultHarbor,E-commerce,D2C,USA,San Francisco,Blume Ventures; SoftBank Vision Fund,IPO,195642000,USD,Exited - IPO
1606,25/09/2022,SeedCloudLabs,Edtech,K12,Canada,Toronto,Seedcamp,Series C,65586000,USD,Bankruptcy proceeding
1607,28/11/2021,LabsHarbor,E-commerce,Vertical Commerce,India,Mumbai,DST Global,Growth,365340000,USD,Follow-on expected
1608,15/09/2024,WisePulseLink,E-commerce,Logistics,India,Bengaluru,Norwest,Series A,17927000,USD,Follow-on expected
1609,26/05/2017,WiseLabs,CleanTech,EV Infrastructure,Israel,Tel Aviv,Seedcamp,Seed,217346,USD,Acquired
1610,31/05/2017,SparkNova,AgriTech,PrecisionAg,USA,San Francisco,Y Combinator,Seed,3309000,USD,Follow-on expected
1611,20/11/2023,CoreWise,CleanTech,Solar,USA,San Francisco,Sequoia Capital; DST Global,IPO,375229000,USD,Product pivot
1612,6/7/2018,ByteLabs,AgriTech,Ag Marketplaces,India,Bengaluru,500 Startups,Series A,3046000,USD,Operational
1613,22/05/2015,GridLinkLink,AI,Computer Vision,India,Bengaluru,Tiger Global; Lightspeed,Series C,146065000,USD,Acquired
1614,23/07/2020,LinkLabs,Logistics,ColdChain,South Africa,Johannesburg,Tiger Global,Pre-Seed,71757,USD,Active
1615,25/10/2025,SparkNova,E-commerce,Vertical Commerce,Canada,Toronto,Y Combinator; Falcon Edge; Blume Ventures,Series C,90062000,USD,Operational
1616,13/08/2016,HarborCore,SaaS,Analytics,USA,San Francisco,Khosla Ventures; Andreessen Horowitz,M&A,156370000,USD,Acquired by MegaTech
1617,2/1/2020,LinkCore,AgriTech,Ag Marketplaces,UK,London,Khosla Ventures,Seed,0,USD,Undisclosed amount
1618,10/4/2020,ZenHarbor,Gaming,Esports,South Korea,Seoul,SoftBank Vision Fund,Series B,57395000,USD,Operational
1619,3/4/2016,ByteEdge,E-commerce,Marketplaces,Israel,Tel Aviv,Matrix Partners; Falcon Edge,Seed,2994000,USD,Acquired
1620,27/10/2019,CoreSeedFlux,Gaming,Mobile Games,Netherlands,Amsterdam,Tiger Global,IPO,1203250000,USD,Product pivot
1621,26/05/2017,CoreByte,Logistics,ColdChain,Canada,Toronto,IDG Capital; Chiratae,Series A,16360000,USD,Active
1622,29/12/2015,LabsBridgeByte,E-commerce,Vertical Commerce,Japan,Tokyo,500 Startups; Chiratae,Seed,4388000,USD,Operational
1623,27/07/2023,PulseCoreForge,AgriTech,Supply Chain,UK,London,Falcon Edge,Series A,3463000,USD,Product pivot
1624,29/08/2025,OrbitLink,SaaS,DevTools,India,Mumbai,Benchmark,Seed,2357000,USD,Acquired
1625,12/11/2016,VaultVault,Logistics,ColdChain,Netherlands,Amsterdam,Accel,Seed,1673000,USD,Operational
1626,24/02/2021,CoreSyncFlux,Edtech,K12,France,Paris,Lightspeed; Accel; Angel: A. Kapoor,Venture Debt,599998,USD,Product pivot
1627,23/09/2023,ZenLabsCloud,Biotech,Bioinformatics,India,Mumbai,IDG Capital,Series B,10648000,USD,Acquired
1628,15/01/2022,SyncEdge,Fintech,Payments,South Africa,Johannesburg,Falcon Edge,IPO,1876209000,USD,Partnership announced
1629,3/2/2021,LumenWise,CleanTech,WasteTech,Mexico,Mexico City,SOSV,Pre-Seed,6167,USD,Operational
1630,16/06/2017,WiseLabs,Biotech,Genomics,USA,San Francisco,Falcon Edge; IDG Capital,Pre-Seed,83213,USD,Acquired
1631,24/03/2021,LoopSeedCloud,SaaS,Analytics,UK,London,PayPal Ventures; Tiger Global,IPO,1173974000,USD,Exited - IPO
1632,19/08/2018,CloudWise,AgriTech,Ag Marketplaces,Israel,Tel Aviv,Chiratae; Accel; Angel: R. Sharma,M&A,204058000,USD,Acquired by RetailGroup
1633,8/8/2015,ByteLumen,AgriTech,Ag Marketplaces,Australia,Sydney,Bessemer Venture Partners; 500 Startups,Series A,11172000,USD,Follow-on expected
1634,4/1/2020,FluxNovaEdge,Gaming,Mobile Games,Israel,Tel Aviv,Andreessen Horowitz; Elevation Capital,Series B,22295000,USD,Acquired by Strategic
1635,30/03/2020,LoopHarbor,Logistics,FreightTech,Brazil,São Paulo,PayPal Ventures,Venture Debt,33845000,USD,Down round
1636,23/01/2016,EdgeLumenSeed,Edtech,Upskilling,France,Paris,Tiger Global,M&A,19680000,USD,Acquired by GlobalCorp
1637,10/5/2015,GridForge,Healthtech,MedDevices,Netherlands,Amsterdam,Norwest,Angel,19384,USD,Follow-on expected
1638,21/02/2020,NovaZen,E-commerce,Logistics,South Korea,Seoul,SoftBank Vision Fund,Pre-Seed,16174,USD,Product pivot
1639,6/5/2022,LumenSeed,Edtech,Upskilling,Israel,Tel Aviv,Tiger Global,Series A,0,USD,Undisclosed amount
1640,7/5/2022,EdgeGrid,Biotech,Bioinformatics,Netherlands,Amsterdam,SOSV; Angel: S. Gupta,Seed,2269000,USD,Acquired by Strategic
1641,29/01/2015,SparkVault,Gaming,Game Tools,China,Beijing,Tiger Global,Growth,33504000,USD,Product pivot
1642,7/12/2015,WiseLumen,SaaS,DevTools,UAE,Dubai,Founders Fund,Growth,159303000,USD,Follow-on expected
1643,2/7/2024,SeedCore,AI,Computer Vision,Israel,Tel Aviv,Norwest; 500 Startups; Accel,Growth,378726000,USD,Exited - IPO
1644,16/12/2019,CloudForgeFlux,Biotech,Genomics,Israel,Tel Aviv,DST Global; 500 Startups; Bessemer Venture Partners,Seed,742470,USD,Operational
1645,17/06/2025,OrbitFlux,Healthtech,MedDevices,South Africa,Johannesburg,Sequoia Capital,Seed,1842000,USD,Series delayed
1646,14/09/2019,CoreLumenEdge,E-commerce,D2C,Israel,Tel Aviv,Khosla Ventures; Sequoia Capital,Seed,2381000,USD,Acquired
1647,5/12/2016,CorePeak,AI,Generative AI,Canada,Toronto,Benchmark,Series B,57819000,USD,Product pivot
1648,13/03/2020,NovaPeak,E-commerce,Marketplaces,Germany,Berlin,Founders Fund; Tiger Global,Seed,4236000,USD,Acquired by Strategic
1649,3/12/2020,CloudBridgeWise,SaaS,DevTools,South Africa,Johannesburg,IDG Capital; Blume Ventures,Series C,0,USD,Undisclosed amount
1650,29/06/2015,ZenLink,Biotech,Bioinformatics,Canada,Toronto,Y Combinator,Growth,29818000,USD,Exited - IPO
1651,3/7/2019,FluxForge,Gaming,Game Tools,UK,London,Accel,Series C,130120000,USD,Product pivot
1652,28/08/2015,LinkByte,Biotech,Therapeutics,India,Mumbai,Elevation Capital; IDG Capital,Series A,5372000,USD,Product pivot
1653,4/2/2018,NovaPulse,AgriTech,FarmTech,Nigeria,Lagos,Sequoia Capital; Tiger Global,Growth,354416000,USD,Bridge round
1654,22/03/2021,ByteVault,CleanTech,Energy Storage,India,Mumbai,Falcon Edge; 500 Startups,Seed,4264000,USD,Acquired
1655,12/3/2018,GridOrbitMint,Biotech,Genomics,France,Paris,Benchmark; Y Combinator,Series B,16836000,USD,Exited - IPO
1656,2/12/2022,NovaSpark,Gaming,Mobile Games,UK,London,PayPal Ventures,Seed,3770000,USD,Follow-on expected
1657,19/08/2015,SyncGridLabs,Gaming,Cloud Gaming,Brazil,São Paulo,500 Startups,Series C,283228000,USD,Acquired by Strategic
1658,9/11/2024,HarborCoreCloud,Fintech,Payments,Mexico,Mexico City,Lightspeed,Series A,7188000,USD,Operational
1659,10/3/2016,LinkFlux,Healthtech,MedDevices,UAE,Dubai,Bessemer Venture Partners,Seed,0,USD,Undisclosed amount
1660,3/7/2022,PulseEdge,Logistics,FreightTech,France,Paris,Blume Ventures,Series A,18794000,USD,Down round
1661,16/04/2019,LoopGridCloud,Edtech,Upskilling,Germany,Berlin,Norwest; DST Global,Series A,3277000,USD,Acquired by Strategic
1662,4/10/2017,LoopSeedVault,Fintech,Lending,Japan,Tokyo,DST Global,Series B,57850000,USD,Follow-on expected
1663,9/2/2015,PulseLoop,Fintech,Payments,South Korea,Seoul,Accel,Venture Debt,10244000,USD,Active
1664,15/09/2024,BridgeEdge,Gaming,Game Tools,Singapore,Singapore,Seedcamp; Y Combinator,Seed,1877000,USD,Bridge round
1665,2/11/2015,MintSync,E-commerce,Marketplaces,India,Mumbai,SOSV; Bessemer Venture Partners; DST Global,Pre-Seed,44508,USD,Active
1666,31/10/2022,CoreSeed,AI,Computer Vision,China,Beijing,Seedcamp; Founders Fund,Series A,14238000,USD,Down round
1667,15/11/2024,SparkWise,AgriTech,Ag Marketplaces,India,Mumbai,PayPal Ventures; Angel: A. Kapoor,Seed,860974,USD,Bridge round
